depth_scaled,volcap,subset,gate,overlay,IS_sh,IS_dd,IS_cagr,IS_vol,OOS_sh,OOS_cagr,OOS_dd,OOS_vol,OOS_worst,max_corr
True,False,CORE3B6,NONE,OFF,0.7705792108160205,-0.23425507384362865,0.09159404535049709,0.12368035616127855,0.531638221158861,0.05592830305850938,-0.27638206808704624,0.11472212701097165,-0.09118657847079287,0.5207918301093208
True,False,CORE3B6,NONE,V2_BOOK,-0.02713205115902443,-0.11830777516586977,-0.0020152446966338333,0.04196892036268011,0.26417263394900287,0.011057062969876297,-0.1386043993029623,0.04555203157670827,-0.05622048390180452,
True,False,CORE3B6,NONE,V2_PERC,0.43333717526069804,-0.17827256734301933,0.028678277019995146,0.07108151710425888,0.49758908953497516,0.036397198592769575,-0.1425871475671382,0.07796354510200494,-0.0745775664498328,
True,False,CORE3B6,NONE,JOINT_PERC,0.42468412875114175,-0.17827256734301933,0.028041076246700047,0.07106842732732409,0.5149719194139748,0.03846460182116185,-0.14247580113291614,0.07942293219120283,-0.0745775664498328,
True,False,CORE3B6,PROD_SIZE,OFF,0.7788459583293935,-0.23080132461645098,0.09224760044975144,0.12303320489551335,0.5198153936816327,0.04738869908560894,-0.25992668610013636,0.09843503423543959,-0.0858202085282376,0.5058330134099932
True,False,CORE3B6,PROD_SIZE,V2_BOOK,-0.025447012691809597,-0.11827169892838985,-0.0019438494124284222,0.04195690094032222,0.31673471198818354,0.013573538251103079,-0.12852996911533465,0.045893137353195834,-0.0562017545279285,
True,False,CORE3B6,PROD_SIZE,V2_PERC,0.4247035306342259,-0.17847342977738723,0.028024661731192113,0.07101997711300101,0.4465047230136036,0.02928854580336626,-0.17460493853281267,0.07017197191483243,-0.0562017545279285,
True,False,CORE3B6,PROD_SIZE,JOINT_PERC,0.41628270976085524,-0.17847342977738723,0.027405707514968736,0.07100756792598566,0.47105042424078586,0.031499250953579194,-0.17265894713741758,0.07122762191177509,-0.0562017545279285,
True,False,CORE3B6,UT_GATE,OFF,0.17748029810696747,-0.28182855936965934,0.013062102165413148,0.10336965287008464,0.6714706516164063,0.05672940684999017,-0.17081237526767268,0.08794612396147329,-0.08790944640341722,0.5131918474693561
True,False,CORE3B6,UT_GATE,V2_BOOK,-1.058475616766622,-0.10555482855889409,-0.033472807654857606,0.03168786085903718,0.528723821934145,0.027739838943881656,-0.12817589704626842,0.05458152041080849,-0.08009314610244228,
True,False,CORE3B6,UT_GATE,V2_PERC,0.022254847742337224,-0.18845825107357528,-0.0005035127838175502,0.06109641486879112,0.5126835994141309,0.03503033426436186,-0.16860573785223232,0.07228304556468948,-0.08790944640341722,
True,False,CORE3B6,UT_GATE,JOINT_PERC,0.022254847742337224,-0.18845825107357528,-0.0005035127838175502,0.06109641486879112,0.5910694226377169,0.041860607074335254,-0.15322594088256736,0.07404100145752855,-0.08790944640341722,
True,False,CORE3BB,NONE,OFF,0.6835364986029944,-0.2366072361380629,0.0715865833419067,0.11001264728428965,0.527493579441675,0.05238955300513637,-0.23747585513116087,0.10783027595406078,-0.10156382572147084,0.5965681270189203
True,False,CORE3BB,NONE,V2_BOOK,-0.21596801793766177,-0.10598300651650028,-0.009420581032776987,0.04010829199468978,0.26174694739166177,0.01283158959838393,-0.17007099770612644,0.05435742788339838,-0.06696265316318328,
True,False,CORE3BB,NONE,V2_PERC,0.7565902032389534,-0.17154293784706254,0.05058547440199135,0.06830776277377885,0.43335910216686363,0.03200890571194526,-0.1791475706911222,0.08013244966467609,-0.08979145482520422,
True,False,CORE3BB,NONE,JOINT_PERC,0.7565902032389534,-0.17154293784706254,0.05058547440199135,0.06830776277377885,0.5385702254085403,0.04215730749476254,-0.15510477311110227,0.08309648425192288,-0.08979145482520422,
True,False,CORE3BB,PROD_SIZE,OFF,0.6898862944454318,-0.2340671656326927,0.07201922022459395,0.10950413459099544,0.5402213692064981,0.046115073496397097,-0.21468145254796422,0.09117622322052346,-0.07449282278753358,0.577153599886796
True,False,CORE3BB,PROD_SIZE,V2_BOOK,0.26781942953041504,-0.10251989938572748,0.010757924386016748,0.043472915058820324,0.40619460299258603,0.022191599391747863,-0.1056534845056315,0.058207123092987895,-0.06410334443549295,
